Νομός_Δήμος_Κοινότητα,Νέες_οικοδομές,Προσθήκες,Επισκευές,Αναπαλαιώσεις,Κατεδαφίσεις
Καμένων Βούρλων               ,40,4,6,0,0 
Καινουργίου                   ,6,1,1,0,0 
Ρεγκινίου                     ,0,1,0,0,0 
Λειανοκλαδίου                 ,5,3,0,0,0 
Μακρακώμης                    ,9,5,2,0,0 
Αρχανίου                      ,1,0,0,0,0 
Μάκρης                        ,1,0,0,0,0 
Πλατυστόμου                   ,1,0,0,0,0 
Μαλεσίνης                     ,51,6,2,0,0 
Μώλου                         ,17,9,0,0,0 
Αγίου Σεραφείμ                ,1,2,0,0,0 
Αγίου Χαραλάμπους             ,1,0,0,0,0 
Καλλιδρόμου                   ,1,0,0,0,0 
Κομνίνης                      ,1,0,0,0,0 

Μενδενίτσης                   ,3,0,0,0,0 
Σκαρφείας                     ,1,0,0,0,0 
Ομβριακής                     ,2,3,1,0,0 
Μαρτίνου                      ,4,3,0,0,0 
Λαρύμνης                      ,1,1,0,0,0 
Πελασγίας                     ,17,2,0,0,0 
Γλύφας                        ,1,0,0,0,0 
Σπερχειάδος                   ,12,7,0,1,0 
Αγίου Σώστου                  ,3,1,0,0,0 
Γαρδικίου                     ,2,1,1,0,0 
Λευκάδος                      ,1,0,0,0,0 
Στυλίδος                      ,21,12,1,0,1 
Αγίας Μαρίνης Φθιώτιδος       ,1,1,0,0,0 
Ανύδρου                       ,2,0,0,0,0 
Λογγιτσίου                    ,1,0,0,0,0 
Κάτω Τιθορέας                 ,6,3,0,0,1 
Αγίας Μαρίνης Λοκρίδος        ,1,0,0,0,0 
Υπάτης                        ,7,5,2,0,0 
Καστανέας                     ,1,0,0,0,0 
Λυχνού                        ,2,0,0,0,0 
Μεξιατών                      ,1,0,0,0,0 
Παύλιανης                     ,2,3,0,0,0 
Τυμφρηστού                    ,2,0,0,0,0 
ΝΟΜΟΣ ΦΩΚΙΔΟΣ                   ,327,77,41,0,40 
Αμφίσσης                      ,40,16,16,0,13 
Αγίας Ευθυμίας                ,2,1,0,0,1 
Αγίου Γεωργίου                ,1,0,0,0,1 
Αγίου Κωνσταντίνου            ,2,0,0,0,0 
Δροσοχωρίου                   ,1,0,0,0,0 
Ελαιώνος                      ,0,0,0,0,1 
Προσηλίου                     ,4,0,1,0,1 
Σερνικακίου                   ,1,0,0,0,0 
Κροκυλείου                    ,2,0,0,0,0 
Αρτοτίνας                     ,0,0,1,0,0 
Γαλαξιδίου                    ,32,8,9,0,3 
Αγίων Πάντων                  ,1,0,0,0,1 
Βουνιχώρας                    ,3,0,0,0,0 
Πεντεορίων                    ,1,0,0,0,1 
Γραβιάς                       ,10,0,0,0,1 
Αποστολιά                     ,0,1,0,0,0 
Βαργιάνης                     ,1,0,0,0,0 
Καστελλίων                    ,1,0,0,0,0 
Μαριολάτας                    ,2,1,1,0,0 
Οινοχωρίου                    ,1,0,0,0,0 

Δελφών                        ,1,2,3,0,0 
Χρισσού (Χρυσού)              ,6,0,0,0,0 
Δεσφίνης                      ,5,2,0,0,0 
Ευπαλίου                      ,41,14,0,0,3 
Καστρακίου                    ,2,1,0,0,0 
Κλήματος Ευπαλίου             ,2,0,0,0,0 
Μαλαμάτων                     ,3,1,1,0,0 
Μαναγούλης                    ,9,1,0,0,0 
Μαραθιά                       ,2,1,0,0,0 
Μοναστηρακίου                 ,1,0,0,0,0 
Σεργούλας                     ,2,0,0,0,1 
Τειχίου                       ,1,0,0,0,0 
Τρικόρφου                     ,0,0,0,0,0 
Ιτέας                         ,15,15,4,0,4 
Κίρρας                        ,3,2,0,0,1 
Τριταίας                      ,2,0,0,0,0 
Μαυρολιθαρίου                 ,1,0,0,0,0 
Αθανασίου Διάκου              ,3,0,1,0,0 
Μουσουνίτσης                  ,1,0,0,0,0 
Στρόμης                       ,2,0,0,0,0 
Λιδορικίου                    ,7,3,0,0,3 
Αμυγδαλιάς                    ,5,0,0,0,1 
Κονιάκου                      ,1,0,0,0,0 
Μαλανδρίνου                   ,2,0,1,0,1 
Στίλιας                       ,1,0,0,0,0 
Συκέας                        ,0,1,0,0,0 
Πολυδρόσου                    ,41,3,2,0,0 
Επταλόφου                     ,19,1,0,0,1 
Λιλαίας                       ,5,0,0,0,0 
Ερατεινής                     ,20,3,0,0,1 
Γλυφάδας                      ,0,0,1,0,0 
Καλλιθέας                     ,3,0,0,0,0 
Μηλέας                        ,1,0,0,0,0 
Πανόρμου                      ,1,0,0,0,0 
Τολοφώνος                     ,13,0,0,0,1 
Τριζονίων                     ,1,0,0,0,0 
ΠΕΛΟΠΟΝΝΗΣΟΣ                     ,3798,1091,741,30,217 
ΝΟΜΟΣ ΑΡΓΟΛΙΔΟΣ                 ,656,171,57,12,39 
Ναυπλιέων                     ,96,25,14,9,13 
Αρίας                         ,0,0,1,0,0 
Λευκακίων                     ,1,0,0,0,0 
’ργους                        ,69,31,7,2,8 
Δαλαμανάρας                   ,4,0,0,0,0 

Ήρας                          ,2,0,0,0,0 
Ινάχου                        ,1,1,0,0,0 
Κεφαλαρίου                    ,0,2,0,0,0 
Δρεπάνου                      ,36,9,0,0,3 
Ασίνης                        ,12,6,0,0,2 
Ασκληπιείου                   ,14,5,1,0,0 
Αρχαίας Επιδαύρου (τΠαλαιάς Επιδαύρου)   ,52,5,0,0,1 

Τραχειάς                      ,0,1,0,0,0 
Ερμιόνης                      ,58,11,15,1,1 
Θερμησίας                     ,0,0,1,0,0 
Κουτσοποδίου                  ,17,4,0,0,0 
Κρανιδίου                     ,196,39,14,0,8 
Διδύμων                       ,2,1,0,0,0 
Κοιλάδος                      ,1,4,0,0,0 
Πορτοχελίου                   ,2,0,0,0,0 
Φούρνων                       ,1,0,0,0,1 
Μύλων                         ,20,6,0,0,0 
Κιβερίου                      ,1,0,0,0,0 
Σκαφιδακίου                   ,1,0,0,0,0 
Λυρκείας                      ,5,0,0,0,0 
Καπαρελλίου                   ,0,0,0,0,0 
Αγίας Τριάδος                 ,21,4,2,0,0 
Ανυφίου                       ,0,0,0,0,0 
Ηραίου                        ,1,0,0,0,0 
Μιδέας                        ,1,1,1,0,0 
Πουλλακίδας                   ,0,0,0,0,0 
Μυκηνών                       ,11,5,0,0,0 
Μπόρσα                        ,0,0,0,0,0 
Νέου Ηραίου (Χώνικα)          ,0,1,0,0,0 
Φιχτίου                       ,1,0,0,0,0 
Νέας Κίου                     ,8,5,0,0,2 
Νέας Τίρυνθος                 ,21,4,1,0,0 
Αγίου Αδριανού                ,1,0,0,0,0 
Νέου Ροεινού                  ,0,1,0,0,0 
ΝΟΜΟΣ ΑΡΚΑΔΙΑΣ                  ,401,214,203,3,55 
Τριπόλεως                     ,117,65,73,0,26 
Αγίου Βασιλείου Μαντινείας    ,0,0,1,0,0 
Αγίου Κωνσταντίνου            ,4,0,0,0,0 
Μάκρης                        ,0,0,1,0,0 
Μερκοβουνίου                  ,2,0,0,0,0 
Παλλαντίου                    ,1,0,0,0,0 
Πελάγους                      ,0,1,0,0,0 
Σκοπής                        ,2,0,0,0,1 

Τυρού                         ,22,6,1,0,0 
Πέρα Μελάνων                  ,5,0,1,0,0 
Σαπουνακαίϊκων                ,5,3,0,0,0 
Ασέας                         ,4,0,1,0,1 
Αθηναίου                      ,0,1,0,0,0 
Αραχαμιτών                    ,1,0,0,0,0 
Βαλτετσίου                    ,1,0,0,0,0 
Καλτεζών                      ,0,1,0,0,0 
Κεραστάρη                     ,1,0,0,0,0 
’στρους                       ,50,17,15,0,3 
Αγίου Ανδρέου                 ,4,4,0,0,1 
Αγίου Γεωργίου                ,0,0,0,0,1 
Αγίου Πέτρου                  ,2,0,0,0,0 
Βερβένων                      ,3,1,0,0,0 
Δολιανών                      ,2,2,2,0,0 
Βυτίνης                       ,16,7,5,0,1 
Ελάτης                        ,0,0,2,0,0 
Καμενίτσης                    ,1,0,1,0,0 
Λάστης                        ,1,0,0,0,0 
Μαγουλιάνων                   ,0,0,0,0,1 
Νυμφασίας                     ,2,0,0,0,0 
Πυργακίου                     ,0,1,0,0,0 
Καριταίνης                    ,5,2,1,0,0 
Ζώνης                         ,0,1,0,0,0 
Κουρουνιού                    ,0,1,0,0,0 
Δημητσάνης (Δημητσάνας)       ,5,4,9,0,2 
Ζατούνης                      ,0,1,1,0,1 
Ζιγοβιστίου                   ,1,0,2,0,0 
Μελισσοπέτρας                 ,1,1,0,0,0 
Ράδου                         ,1,1,0,0,0 
Ριζοσπηλιάς                   ,1,0,0,0,0 
Παλούμπας                     ,3,2,3,0,0 
Αγίου Ιωάννου Αρχαίας Ηραίας  ,0,0,1,0,0 
Μυγδαλιάς                     ,0,0,1,0,0 
Βαλτεσινίκου                  ,1,2,6,0,1 
Κερπινής                      ,1,0,0,0,0 
Πρασίνου                      ,0,0,0,0,0 
Κοντοβαζαίνης                 ,2,4,1,0,0 
Βάχλιας                       ,0,0,0,0,1 
Βελημαχίου                    ,0,0,0,0,0 
Βιδιακίου                     ,0,1,0,0,0 
Βούτση                        ,0,0,1,0,0 
Δήμητρας                      ,0,0,1,0,0 
Στενού                        ,8,2,3,0,0 
Αγιωργιτίκων                  ,2,0,0,0,0 

Λαγκαδίων                     ,13,4,13,1,2 
Λευκοχωρίου                   ,1,1,0,0,0 
Λεβιδίου                      ,7,6,6,0,1 
Βλαχέρνης                     ,1,0,0,0,1 
Κανδήλας                      ,0,1,0,0,0 
Χωτούσσης                     ,1,0,0,0,0 
Λεωνιδίου                     ,20,7,12,0,3 
Παλαιοχωρίου                  ,0,0,0,0,0 
Πελετών                       ,1,0,0,0,0 
Νεστάνης                      ,7,6,3,0,0 
Αρτεμισίου                    ,1,0,0,0,0 
Κάψα                          ,0,2,1,0,0 
Μεγαλοπόλεως                  ,28,32,10,0,5 
Βλαχοκερασέας                 ,3,1,5,0,0 
Βουρβούρων                    ,1,0,0,0,0 
Κολλινών                      ,2,0,0,0,0 
Σταδίου                       ,13,9,2,1,1 
Αλέας                         ,0,1,0,0,0 
Βουνού                        ,1,1,0,0,0 
Στεμνίτσης                    ,5,3,3,0,1 
Ελληνικού                     ,1,0,0,0,0 
Τροπαίων                      ,4,2,6,0,0 
Λεονταρίου                    ,3,6,1,0,0 
Βουτσαρά                      ,0,0,0,0,1 
Δυρραχίου                     ,0,0,1,0,0 
Καμάρας                       ,0,0,1,0,0 
Σουλαρίου                     ,1,0,0,0,0 
Φαλαισίας                     ,0,0,1,0,0 
Τσελεπάκου                    ,7,1,3,1,0 
Αλωνισταίνης                  ,0,0,1,0,0 
Μαινάλου                      ,1,0,0,0,0 
Ροεινού                       ,1,0,0,0,0 
Κοσμά                         ,1,0,1,0,0 
ΝΟΜΟΣ ΚΟΡΙΝΘΙΑΣ                 ,1064,244,83,1,41 
Κορίνθου                      ,116,53,8,0,14 
Αρχαίας Κορίνθου              ,19,7,0,0,0 
Εξαμιλίων                     ,12,2,1,0,1 
Ξυλοκερίζης                   ,12,3,1,0,1 
Σολομού                       ,3,0,0,0,0 
Αγίων Θεοδώρων                ,23,5,6,0,1 
Περιγιαλίου                   ,14,3,2,0,3 
’σσου                         ,17,1,1,0,1 
Κάτω ’σσου                    ,16,3,3,0,1 
Λεχαίου                       ,18,5,3,0,0 

Βέλου                         ,23,5,2,0,0 
Κοκκωνίου                     ,16,0,1,0,0 
Κρηνών                        ,4,1,0,0,0 
Νεράντζης                     ,12,1,1,0,0 
Πουλλίτσης                    ,4,2,1,0,0 
Στιμάγκας                     ,7,0,0,0,0 
Ταρσινών                      ,2,0,0,0,0 
Ζευγολατείου                  ,22,7,1,0,1 
Βοχαϊκού                      ,12,3,0,0,1 
Βραχατίου                     ,51,9,5,0,0 
Ευαγγελιστρίας                ,1,1,0,0,0 
Μπολατίου                     ,5,0,0,0,0 
Χαλκείου                      ,0,0,0,0,0 
Δερβενίου                     ,15,2,2,0,0 
Ελληνικού                     ,2,0,0,0,0 
Ευρωστίνης Ροζενών            ,18,1,0,0,0 
Λυγιάς                        ,0,0,0,0,0 
Λυκοποριάς                    ,5,1,0,0,0 
Πύργου                        ,0,0,0,0,0 
Σαρανταπήχου                  ,0,1,0,0,0 
Χελυδορέου                    ,0,0,0,0,0 
Λουτρακίου Περαχώρας          ,107,16,11,0,7 
Ισθμίας                       ,24,8,3,0,1 
Πισίων                        ,15,0,0,0,0 
Νεμέας                        ,19,10,3,0,0 
Αρχαίας Νεμέας                ,2,0,0,0,0 
Αρχαίων Κλεωνών               ,0,1,1,0,0 
